full_text,created_at,full_text_preprocessed,Topik
@indepenSumatera lah kan tugas dia sbg presiden jir,2025-12-13 08:43:01+00:00,lah kan tugas dia sbg presiden jir,65
@indepenSumatera Hahahaha ya emang tugas presiden masa iya santai santai rakyat lagi bencana. Kalo udh ga sanggup ya mundur sama wakilnya juga sekalian,2025-12-13 08:43:04+00:00,hahahaha ya emang tugas presiden masa iya santai santai rakyat lagi bencana kalo udh ga sanggup ya mundur sama wakilnya juga sekalian,65
@ARSIPAJA ada ex presiden yg mau kasih lahan2 luas asal hitungan2nya jelas. Tapi dia sendiri g hitung. Patut ditersangkakan kah??,2025-12-13 08:57:35+00:00,ada ex presiden yg mau kasih lahan luas asal hitungannya jelas tapi dia sendiri g hitung patut ditersangkakan kah,-1
@txtdrimedia DPR bubar tapi presiden berkuasa penuh. Ini mah kerajaan namanya.,2025-12-13 08:57:38+00:00,dpr bubar tapi presiden berkuasa penuh ini mah kerajaan namanya,-1
@detikcom Kehadiran Presiden Prabowo di tengah warga terdampak menunjukkan keseriusan negara mengawal penanganan bencana,2025-12-13 08:57:50+00:00,kehadiran presiden prabowo di tengah warga terdampak menunjukkan keseriusan negara mengawal penanganan bencana,6
@indepenSumatera lah siapa suruh udh tua jadi presiden,2025-12-13 08:57:56+00:00,lah siapa suruh udh tua jadi presiden,15
@NarasiNewsroom ada ex presiden yg mau kasih lahan2 luas asal hitungan2nya jelas. Tapi dia sendiri g hitung. Patut ditersangkakan kah??,2025-12-13 08:58:01+00:00,ada ex presiden yg mau kasih lahan luas asal hitungannya jelas tapi dia sendiri g hitung patut ditersangkakan kah,2
@Piyusaja2 Gw rasa semua pernyataan ini susah kalau dibilang sudah pasti karena kita tidak maha tahu. Tapi yang gw cukup yakin presiden siapapun yang kepilih selain si gendut ini sudah pasti bisa lebih baik kerjanya.,2025-12-13 08:58:06+00:00,gw rasa semua pernyataan ini susah kalau dibilang sudah pasti karena kita tidak maha tahu tapi yang gw cukup yakin presiden siapapun yang kepilih selain si gendut ini sudah pasti bisa lebih baik kerjanya,3
@abu_waras Kira² Bahlul digituin gk ya ama Pak Presiden..?? ,2025-12-13 08:58:24+00:00,kira bahlul digituin gk ya ama pak presiden,78
iya kasian. knpa ga mati aja sekalian udh tua jg siapa suruh jd presiden,2025-12-13 08:58:50+00:00,iya kasian knpa ga mati aja sekalian udh tua jg siapa suruh jd presiden,-1
Kalo mau dikasianin mulu mah gausa jadi presiden,2025-12-13 08:59:33+00:00,kalo mau dikasianin mulu mah gausa jadi presiden,-1
@Dahnilanzar Bingung liat presiden.. berita sumbang 16T buat hutan di luar negri?? Lah hutan kita rusak banyak bijimane nasibnya..,2025-12-13 08:59:48+00:00,bingung liat presiden berita sumbang t buat hutan di luar negri lah hutan kita rusak banyak bijimane nasibnya,3
Presiden Prabowo Subianto meninjau posko pengungsian di Langkat Sumatra Utara Sabtu (13/12/2025). Kunjungan ini dilakukan untuk melihat kondisi warga terdampak banjir secara langsung. Baca selengkapnya di... https://t.co/0ReCRnHUqE https://t.co/N0jC1FHoef,2025-12-13 09:00:01+00:00,presiden prabowo subianto meninjau posko pengungsian di langkat sumatra utara sabtu kunjungan ini dilakukan untuk melihat kondisi warga terdampak banjir secara langsung baca selengkapnya di,4
@msaid_didu @YouTube Bukti bahwa tikus Tiongkok bebas mencuri hutan RI wilayah RI serta tambang emas nikel dll puluhan ribu trilyun rupiah per tahun sepuluh tahun terakhir berlanjut tanpa pajak dapat fee dibekingi oleh Presiden RI jenderal menteri serta jajarannya dll,2025-12-13 09:00:06+00:00,bukti bahwa tikus tiongkok bebas mencuri hutan ri wilayah ri serta tambang emas nikel dll puluhan ribu trilyun rupiah per tahun sepuluh tahun terakhir berlanjut tanpa pajak dapat fee dibekingi oleh presiden ri jenderal menteri serta jajarannya dll,-1
@TVRINasional Terimakasih presiden Prabowo kunjungan yang jadi bukti bahwa telah memperhatikan warganya yang telah terdampak bencana banjir bandang di sumatera utara,2025-12-13 09:00:08+00:00,terimakasih presiden prabowo kunjungan yang jadi bukti bahwa telah memperhatikan warganya yang telah terdampak bencana banjir bandang di sumatera utara,89
@gimbot75 Knp selalu ditulis presiden ke 7 ga ditulis mantan presiden aja ,2025-12-13 09:00:16+00:00,knp selalu ditulis presiden ke ga ditulis mantan presiden aja,-1
@ommi_siregar @wanto0110 Persis sama teh dgn saya... 2019 semangat dgn Jargon Ganti Presiden..,2025-12-13 09:00:25+00:00,persis sama teh dgn saya semangat dgn jargon ganti presiden,-1
Ini aja yg jadi presiden. https://t.co/MSZhW5q3Mi,2025-12-13 09:00:35+00:00,ini aja yg jadi presiden,15
Presiden Prabowo Subianto menegaskan komitmen pemerintah untuk menertibkan praktik pembalakan liar yang diduga menjadi salah satu faktor penyebab bencana banjir termasuk yang terjadi di wilayah Sumatra. Pernyataan ini disampaikan Presiden usai mengunjungi korban banjir di https://t.co/cQZRkFpl6u,2025-12-13 09:00:58+00:00,presiden prabowo subianto menegaskan komitmen pemerintah untuk menertibkan praktik pembalakan liar yang diduga menjadi salah satu faktor penyebab bencana banjir termasuk yang terjadi di wilayah sumatra pernyataan ini disampaikan presiden usai mengunjungi korban banjir di,-1
@indepenSumatera ya emang itu tugasnya. kalo gamau capek ngapain nyalon presiden lah,2025-12-13 09:01:27+00:00,ya emang itu tugasnya kalo gamau capek ngapain nyalon presiden lah,65
Presiden Prabowo Menyambangi Posko Pengungsian di Langkat [ Sabtu Buzz #Astakom #GenZTakeAway ] https://t.co/iA2CMcFZ3T,2025-12-13 09:22:58+00:00,presiden prabowo menyambangi posko pengungsian di langkat sabtu buzz astakom genztakeaway,4
@indepenSumatera Ya kan emang tugasnya presiden lagian harusnya mengutamakan negaranya sendiri bukan mikirin kerja sama keluar. Malu lah negaranya porak poranda malah caper ke negara lain. Belum lagi alasan belum ditetapkan sebagai bencana perkara perhari korban cuma 200/daerah. CUMA gk tuh,2025-12-13 09:23:01+00:00,ya kan emang tugasnya presiden lagian harusnya mengutamakan negaranya sendiri bukan mikirin kerja sama keluar malu lah negaranya porak poranda malah caper ke negara lain belum lagi alasan belum ditetapkan sebagai bencana perkara perhari korban cuma daerah cuma gk tuh,65
@tanyarlfes pertanyaanmu aneh nder yang smp jadi menteri aja ada kok. yg sma jadi presiden juga ada. tapi ya tergantung orangnya dan skill nya,2025-12-13 09:23:29+00:00,pertanyaanmu aneh nder yang smp jadi menteri aja ada kok yg sma jadi presiden juga ada tapi ya tergantung orangnya dan skill nya,25
@indepenSumatera Lrbay...kalo ga mau capek ya jgn jaadi presiden lah...maen presiden presidenan aja woi,2025-12-13 09:23:39+00:00,lrbaykalo ga mau capek ya jgn jaadi presiden lahmaen presiden presidenan aja woi,-1
@indepenSumatera benpro itu kan jobdesc presiden. kalo mau sabtu minggu libur jd karyawan aja eh karyawan kadang libur sehari doang.,2025-12-13 09:24:16+00:00,benpro itu kan jobdesc presiden kalo mau sabtu minggu libur jd karyawan aja eh karyawan kadang libur sehari doang,-1
@Mdy_Asmara1701 Pak presiden Dibikin makin gemoy sama bahlil.... Wkwk,2025-12-13 09:24:22+00:00,pak presiden dibikin makin gemoy sama bahlil wkwk,78
sangat well cooked tp presiden MBG gasuka ,2025-12-13 09:24:29+00:00,sangat well cooked tp presiden mbg gasuka,-1
@indepenSumatera kalau merasa sdh tua sejak awal jgn mencalonkan jd presiden capek lelah itu sdh kewajiban pejabat negara. Digaji oleh rakyat untuk mengurus rakyatnya ya jangan mengeluh. Kalau mengeluh rakyat tdk simpatik percuma punya presiden kalau byk mengeluhnya,2025-12-13 09:24:49+00:00,kalau merasa sdh tua sejak awal jgn mencalonkan jd presiden capek lelah itu sdh kewajiban pejabat negara digaji oleh rakyat untuk mengurus rakyatnya ya jangan mengeluh kalau mengeluh rakyat tdk simpatik percuma punya presiden kalau byk mengeluhnya,-1
presiden terburuk.. minimal sebelum gw meninggal nih org turunin aja dari jabatannya deh mumet gw liat kelakuannya,2025-12-13 09:25:02+00:00,presiden terburuk minimal sebelum gw meninggal nih org turunin aja dari jabatannya deh mumet gw liat kelakuannya,-1
@uyoktweet Jadi presiden puncak cita citanya Maslah tanggung jawab jogetin aja,2025-12-13 09:25:04+00:00,jadi presiden puncak cita citanya maslah tanggung jawab jogetin aja,-1
Pernyataan Presiden itu benar memang sangat melelahkan bekerja ketika orang-orang yang seharusnya menjalankan instruksi tidak memahami prioritas tidak mengerti konteks kejadian dan tidak mampu membaca urgensi mengapa mereka harus bekerja. Dan di titik ini yang patut https://t.co/rfqjkmKTWD,2025-12-13 09:25:17+00:00,pernyataan presiden itu benar memang sangat melelahkan bekerja ketika orangorang yang seharusnya menjalankan instruksi tidak memahami prioritas tidak mengerti konteks kejadian dan tidak mampu membaca urgensi mengapa mereka harus bekerja dan di titik ini yang patut,-1
@Metro_TV Ayo pak presiden jangan loyo harus tegas masalah penebangan kayu itu wajib di proses pecat hukum ....antek antek pejabat ayo periksa semua....jangan loyo,2025-12-13 09:25:31+00:00,ayo pak presiden jangan loyo harus tegas masalah penebangan kayu itu wajib di proses pecat hukum antek antek pejabat ayo periksa semuajangan loyo,2
ya kalo gamau lelah gausah jd presiden. kan elu yang mau pdhl bisa jd pensiunan yang minum kopi pagi pagi pake kursi goyang lelah juga kyknya ga sudi mau kenal sama lu wok,2025-12-13 09:25:40+00:00,ya kalo gamau lelah gausah jd presiden kan elu yang mau pdhl bisa jd pensiunan yang minum kopi pagi pagi pake kursi goyang lelah juga kyknya ga sudi mau kenal sama lu wok,2
@Ary_PrasKe2 @prabowo kan mmg boneka. Presiden asli nya adalah @jokowi. Sikap @ListyoSigitP adalah cek ombak loyalitas Prabowo ke Genk solo. Dan kita semua tahu Prabowo hanya akan diam dia takut! Sembunyi di balik kesibukan penanganan bencana. Memang tentara lemah! Memalukan korps infantri!,2025-12-13 09:25:55+00:00,kan mmg boneka presiden asli nya adalah sikap adalah cek ombak loyalitas prabowo ke genk solo dan kita semua tahu prabowo hanya akan diam dia takut sembunyi di balik kesibukan penanganan bencana memang tentara lemah memalukan korps infantri,19
Nangis bgt jir sampe mau nonton aja jujur ga sanggup kek kenapa ya mayoritas org indo tuh naif dan bodoh. Kita bisa loh punya presiden begini kok bsbsnya malah milih org yg jelas2 punya riwayat kriminal sih ,2025-12-13 09:26:13+00:00,nangis bgt jir sampe mau nonton aja jujur ga sanggup kek kenapa ya mayoritas org indo tuh naif dan bodoh kita bisa loh punya presiden begini kok bsbsnya malah milih org yg jelas punya riwayat kriminal sih,3
Terima kasih Pak Presiden. Langkah mengerahkan dokter internsip adalah bukti bahwa keselamatan dan kesehatan rakyat selalu diutamakan. https://t.co/IZL6dEKLMH,2025-12-13 10:00:26+00:00,terima kasih pak presiden langkah mengerahkan dokter internsip adalah bukti bahwa keselamatan dan kesehatan rakyat selalu diutamakan,-1
kalo nggak mau ya jangan jadi presiden ,2025-12-13 10:00:39+00:00,kalo nggak mau ya jangan jadi presiden,-1
@Metro_TV Ini baru presiden aing,2025-12-13 10:01:29+00:00,ini baru presiden aing,-1
@NenkMonica 2029 Presiden dan wapres yang topi merah mentri dalam negri ..hehehe,2025-12-13 10:01:30+00:00,presiden dan wapres yang topi merah mentri dalam negri hehehe,-1
@indepenSumatera Emang udah tugasnya presiden mengabdi buat rakyat lah begimana si,2025-12-13 10:01:42+00:00,emang udah tugasnya presiden mengabdi buat rakyat lah begimana si,65
@__PASMANTAP Perintah si bahlul ke anak buah mgkin kayak gini kalian nyalain aja dulu waktu presiden datang pake apa aja. Pinjem genset dulu sana. Nanti abis itu balikin lagi gpp. Jangan main2 sama barang ini. Jangan pikir saya jahat. Nanti kalian ada di posisi saya lbh jahat lagi kalian ,2025-12-13 10:02:02+00:00,perintah si bahlul ke anak buah mgkin kayak gini kalian nyalain aja dulu waktu presiden datang pake apa aja pinjem genset dulu sana nanti abis itu balikin lagi gpp jangan main sama barang ini jangan pikir saya jahat nanti kalian ada di posisi saya lbh jahat lagi kalian,2
@indepenSumatera Wkwkwkwk itu Kalimat yg tdk ada relevansinya. Bagaimana bisa presiden lebih besar dri negara dan secara otomatis mengantikan posisi negara. Klo presiden dikritik artinya tanggung jawab dia kepada negara belum bagus. Simple.,2025-12-13 10:02:07+00:00,wkwkwkwk itu kalimat yg tdk ada relevansinya bagaimana bisa presiden lebih besar dri negara dan secara otomatis mengantikan posisi negara klo presiden dikritik artinya tanggung jawab dia kepada negara belum bagus simple,-1
@sjafriesjams @prabowo Bapak presiden memastikan bantuan dapat sampai kepada warga &amp; tepat sasaran.,2025-12-13 10:02:53+00:00,bapak presiden memastikan bantuan dapat sampai kepada warga amp tepat sasaran,-1
@tanyakanrl Kalau jadi wapres susah sih nder soalnya bapakmu bukan presiden. Tapi masih ada opsi jadi menteri. Tenang masih ada peluang kerja kok. Apalagi kalau kamu punya pengalaman.,2025-12-13 10:03:47+00:00,kalau jadi wapres susah sih nder soalnya bapakmu bukan presiden tapi masih ada opsi jadi menteri tenang masih ada peluang kerja kok apalagi kalau kamu punya pengalaman,3
Purn Polri Da'i Bachtiar Usul Kapolri Dipilih Langsung Presiden: Agar Tidak Sibuk Balas Jasa ke DPR @myputun https://t.co/VKAzJj6wjW,2025-12-13 10:03:49+00:00,purn polri dai bachtiar usul kapolri dipilih langsung presiden agar tidak sibuk balas jasa ke dpr,-1
@indepenSumatera Itu tugas jadi presiden waktu pemilu saking pingin nya joget tiap hari gak kenal siang atau malam tkg sayur tkg bakso dan pedagang kcil lainya yg pendapatan nya jauh dari presiden mrk dari hari masih gelap kdg sampai gelap masih kerja pdhl umur nya jauh lebih tua dr presiden,2025-12-13 10:03:50+00:00,itu tugas jadi presiden waktu pemilu saking pingin nya joget tiap hari gak kenal siang atau malam tkg sayur tkg bakso dan pedagang kcil lainya yg pendapatan nya jauh dari presiden mrk dari hari masih gelap kdg sampai gelap masih kerja pdhl umur nya jauh lebih tua dr presiden,65
Siap Sedia Payung! Prakiraan Cuaca Jabar 13 Desember: Hujan Diprediksi Turun Sejak Siang Jumat Mandat Presiden Prabowo gak ada capeknya pemulihan pasca bencana 7000 mah Budiman Sudjatmiko #monsterinside https://t.co/hbDyAmAKKM,2025-12-13 10:04:03+00:00,siap sedia payung prakiraan cuaca jabar desember hujan diprediksi turun sejak siang jumat mandat presiden prabowo gak ada capeknya pemulihan pasca bencana mah budiman sudjatmiko monsterinside,-1
@TVRINasional Komitmen pemerintah bahwa bapak presiden benar memperhatikan rakyatnya.,2025-12-13 10:04:34+00:00,komitmen pemerintah bahwa bapak presiden benar memperhatikan rakyatnya,-1
Kenapa naik lagi isu nebengin pacar orang anjinggg tuh sumatera belum pulih terus presiden lu ketemu PUTIN goblog bgt manusia,2025-12-13 10:04:51+00:00,kenapa naik lagi isu nebengin pacar orang anjinggg tuh sumatera belum pulih terus presiden lu ketemu putin goblog bgt manusia,105
@KompasTV Dibalik isu ijazah ya mantan presiden yang rambutnya mulai habis..wkwk,2025-12-13 10:05:09+00:00,dibalik isu ijazah ya mantan presiden yang rambutnya mulai habiswkwk,3
@Piyusaja2 Otak yaman kok mau jadi presiden ,2025-12-13 10:05:11+00:00,otak yaman kok mau jadi presiden,-1
@Piyusaja2 Halah.. Mau siapapun presiden nya tetep kepentingan pribadi dan golongan yg di dahulukan.. Udah udah lagi bos... Ibarat Malaikat aja bisa jd iblis kalo ikut politik.. Semua poliTIKUS sama aja jgn pernah percaya...,2025-12-13 10:05:13+00:00,halah mau siapapun presiden nya tetep kepentingan pribadi dan golongan yg di dahulukan udah udah lagi bos ibarat malaikat aja bisa jd iblis kalo ikut politik semua politikus sama aja jgn pernah percaya,153
@Paman_1168 @txtdrimedia Ntuh sekarang pada ngusulin kepala daerah dipilih dpr dan dpr dipilih presiden yg uenak2 buat pejabat ga apa2 yak asal jangan buat rakyatb,2025-12-13 10:05:32+00:00,ntuh sekarang pada ngusulin kepala daerah dipilih dpr dan dpr dipilih presiden yg uenak buat pejabat ga apa yak asal jangan buat rakyatb,-1
@amandasah__ Punya presiden yang luar biasa kayak gini.,2025-12-13 10:05:44+00:00,punya presiden yang luar biasa kayak gini,142
hampir aja kita punya presiden spek 'Abah' buat negara se fatherless ini ,2025-12-13 10:05:46+00:00,hampir aja kita punya presiden spek abah buat negara se fatherless ini,-1
Saya merasa hidup nyaman aman tentram dan damai di zaman presiden Gus Dur dan Megawati. Kalau kalian di zaman presiden siapa ? https://t.co/uYsvYRNUMH,2025-12-13 10:05:57+00:00,saya merasa hidup nyaman aman tentram dan damai di zaman presiden gus dur dan megawati kalau kalian di zaman presiden siapa,-1
Jalur Kunir Raya Normal: Evakuasi Pohon Tumbang Kota Tua Jakarta Rampung Jumat Mandat Presiden Prabowo gak ada capeknya pemulihan pasca bencana 7000 mah Budiman Sudjatmiko #monsterinside https://t.co/ibYh1JDakC,2025-12-13 10:06:17+00:00,jalur kunir raya normal evakuasi pohon tumbang kota tua jakarta rampung jumat mandat presiden prabowo gak ada capeknya pemulihan pasca bencana mah budiman sudjatmiko monsterinside,-1
punya presiden gini amat,2025-12-13 10:06:47+00:00,punya presiden gini amat,142
Ini sih kayak zaman pak Harto kalo ada kunjungan penjabat ato presiden Suharto ke tempat tujuan semua yg berbau kumuh dan merusak pemandangan di bersihkan dulu nanti setelah selesai silahkan warga bangun lagi.,2025-12-13 10:06:53+00:00,ini sih kayak zaman pak harto kalo ada kunjungan penjabat ato presiden suharto ke tempat tujuan semua yg berbau kumuh dan merusak pemandangan di bersihkan dulu nanti setelah selesai silahkan warga bangun lagi,2
Beliau presiden menggantikan Prabowo?,2025-12-13 10:07:10+00:00,beliau presiden menggantikan prabowo,-1
@sjafriesjams @prabowo Presiden udah 3x tinjau langsung wilayah bencana termasuk ke posko pengungsian di Langkat semoga dgn kehadiran beliau bantuan makin tepat sasaran &amp; kebutuhan korban cepat terpenuhi. Upaya ini perlu diapresiasi ,2025-12-13 10:07:32+00:00,presiden udah x tinjau langsung wilayah bencana termasuk ke posko pengungsian di langkat semoga dgn kehadiran beliau bantuan makin tepat sasaran amp kebutuhan korban cepat terpenuhi upaya ini perlu diapresiasi,4
gw kyk gini dulu pas lama garap skripsi jd pengen mati. tp ternyata lulus anjayyy gw pikir bener jg nih hidup gak ada yg tau gw bs aja sukses besok. ternyata malah dapet prabowo jd presiden.,2025-12-13 10:07:33+00:00,gw kyk gini dulu pas lama garap skripsi jd pengen mati tp ternyata lulus anjayyy gw pikir bener jg nih hidup gak ada yg tau gw bs aja sukses besok ternyata malah dapet prabowo jd presiden,2
@jhonsitorus_19 wkwkwkwkwk bego anjing presiden kaga ada otak,2025-12-13 10:07:44+00:00,wkwkwkwkwk bego anjing presiden kaga ada otak,-1
@TVRINasional Presiden udah 3x tinjau langsung wilayah bencana termasuk ke posko pengungsian di Langkat semoga dgn kehadiran beliau bantuan makin tepat sasaran &amp; kebutuhan korban cepat terpenuhi. Upaya ini perlu diapresiasi ,2025-12-13 10:07:50+00:00,presiden udah x tinjau langsung wilayah bencana termasuk ke posko pengungsian di langkat semoga dgn kehadiran beliau bantuan makin tepat sasaran amp kebutuhan korban cepat terpenuhi upaya ini perlu diapresiasi,4
@oiiiackerman ya lagian kasian sm presiden,2025-12-13 10:07:52+00:00,ya lagian kasian sm presiden,-1
Ini yang cocok diperbaiki pakai apbn. Bayangin tuh kayu nabrak pemukiman warga. Lebih bagus lagi sebenarnya kalo tuh kayu nabrak presiden dan kroninya,2025-12-13 10:07:54+00:00,ini yang cocok diperbaiki pakai apbn bayangin tuh kayu nabrak pemukiman warga lebih bagus lagi sebenarnya kalo tuh kayu nabrak presiden dan kroninya,3
@detikcom Presiden udah 3x tinjau langsung wilayah bencana termasuk ke posko pengungsian di Langkat semoga dgn kehadiran beliau bantuan makin tepat sasaran &amp; kebutuhan korban cepat terpenuhi. Upaya ini perlu diapresiasi ,2025-12-13 10:08:04+00:00,presiden udah x tinjau langsung wilayah bencana termasuk ke posko pengungsian di langkat semoga dgn kehadiran beliau bantuan makin tepat sasaran amp kebutuhan korban cepat terpenuhi upaya ini perlu diapresiasi,4
@indepenSumatera @Dandhy_Laksono Apa next klo pemilu untuk presiden + paket menteri2nya. ,2025-12-13 11:29:49+00:00,apa next klo pemilu untuk presiden paket menterinya,-1
Bego itu emang kerjaan dia tolol. Dia digaji dari duit pajak kalian. Kalo dah tua itu ya tinggal di rumah pensiun. Kalo ga sanggup jangan jadi presiden.,2025-12-13 11:29:54+00:00,bego itu emang kerjaan dia tolol dia digaji dari duit pajak kalian kalo dah tua itu ya tinggal di rumah pensiun kalo ga sanggup jangan jadi presiden,65
@indepenSumatera Lah?? Lo berharap jadi presiden cuman rebahan anjeng?,2025-12-13 11:29:56+00:00,lah lo berharap jadi presiden cuman rebahan anjeng,-1
@indepenSumatera Kan emang fungsinya presiden ituu maelllll,2025-12-13 11:29:57+00:00,kan emang fungsinya presiden ituu maelllll,67
@indepenSumatera Iyah udah tua harusnya rebahan aja di rumah bukan ngotot pengen jadi presiden tapi kerja malah gak becus,2025-12-13 11:30:00+00:00,iyah udah tua harusnya rebahan aja di rumah bukan ngotot pengen jadi presiden tapi kerja malah gak becus,-1
@urijiseong @prabowo Banjir di Sumatra dan Aceh memang parah korban tewas &gt;1.000 orang per 13 Des 2025 tapi pemerintah belum tetapkan bencana nasional (hanya darurat lokal). Presiden Prabowo kunjungi Pakistan (8-9 Des) &amp; Rusia (10 Des) untuk bahas kerjasama militer energi &amp; ekspor gandum. Wajar,2025-12-13 11:30:05+00:00,banjir di sumatra dan aceh memang parah korban tewas gt orang per des tapi pemerintah belum tetapkan bencana nasional hanya darurat lokal presiden prabowo kunjungi pakistan des amp rusia des untuk bahas kerjasama militer energi amp ekspor gandum wajar,-1
udah tau umur kagak muda lagi alias udah tua ngapain jadi presiden? udh begitu mau ngeluh karena 5 hari kerja kagak berhenti berhenti?? oon namanya resiko lu gembrot karena jadi presiden. mana kagak becus pula,2025-12-13 11:30:08+00:00,udah tau umur kagak muda lagi alias udah tua ngapain jadi presiden udh begitu mau ngeluh karena hari kerja kagak berhenti berhenti oon namanya resiko lu gembrot karena jadi presiden mana kagak becus pula,67
@4anehl Bahlil Lahadalia sebagai Menteri ESDM bisa dipecat oleh Presiden tapi hingga Desember 2025 belum ada pemecatan resmi klaim pemecatan adalah hoaks meski ada tuntutan dan rumor reshuffle. Orang yang mengatakan donatur harus izin dulu adalah Menteri Sosial Saifullah Yusuf (Gus,2025-12-13 11:30:32+00:00,bahlil lahadalia sebagai menteri esdm bisa dipecat oleh presiden tapi hingga desember belum ada pemecatan resmi klaim pemecatan adalah hoaks meski ada tuntutan dan rumor reshuffle orang yang mengatakan donatur harus izin dulu adalah menteri sosial saifullah yusuf gus,0
Prabowo Cek Langsung Pemerintah Pastikan Wilayah Bencana Terjangkau dan Stok Pangan Cukup Medan Presiden RI Prabowo Subianto mengakhiri peninjauan langsung selama dua hari ke wilayah bencana yakni di Aceh dan Sumatera Utara. Menteri Sekretaris Negara Prasetyo Hadi mengatakan https://t.co/yZUC9v1Rwg,2025-12-13 11:30:35+00:00,prabowo cek langsung pemerintah pastikan wilayah bencana terjangkau dan stok pangan cukup medan presiden ri prabowo subianto mengakhiri peninjauan langsung selama dua hari ke wilayah bencana yakni di aceh dan sumatera utara menteri sekretaris negara prasetyo hadi mengatakan,50
Bonus Rp1 miliar untuk atlet SEA Games 2025 disebut Menpora Erick Thohir sebagai bukti nyata komitmen Presiden Prabowo mendukung olahraga Indonesia. #berita #menpora #erickthohir #seagames2025 https://t.co/teRqeN6cIZ,2025-12-13 11:31:18+00:00,bonus rp miliar untuk atlet sea games disebut menpora erick thohir sebagai bukti nyata komitmen presiden prabowo mendukung olahraga indonesia berita menpora erickthohir seagames,136
@rozewoud Mau jadi presiden Bandung mbak hahaha. Amin amin makasihh!!,2025-12-13 11:32:02+00:00,mau jadi presiden bandung mbak hahaha amin amin makasihh,-1
di mana jalan yg dilewatin presiden di situ lampu di hidupin KONYOL PHP BGT AJG,2025-12-13 11:32:16+00:00,di mana jalan yg dilewatin presiden di situ lampu di hidupin konyol php bgt ajg,-1
Presiden RI Prabowo Subianto Menegaskan komitmen pemerintah pusat untuk memulihkan kehidupan masyarakat Kabupaten Bener Meriah Aceh. https://t.co/d9qgu1DCKC,2025-12-13 11:32:32+00:00,presiden ri prabowo subianto menegaskan komitmen pemerintah pusat untuk memulihkan kehidupan masyarakat kabupaten bener meriah aceh,-1
@zoelfick Mana mau tahu @prabowo Om. Dia presiden ya suka-suka dia apesnya di kita semua... #Prihatin,2025-12-13 11:32:47+00:00,mana mau tahu om dia presiden ya sukasuka dia apesnya di kita semua prihatin,3
@msaid_didu Pasti kenal itu presiden yg di benci oleh para pendukung Anis AHY dan ODIP,2025-12-13 11:32:53+00:00,pasti kenal itu presiden yg di benci oleh para pendukung anis ahy dan odip,-1
Aku nek dadi presiden enek rakyate mati 1000 ora iso turu. Budrekkkk. Gagalll. Mundurrrr.,2025-12-13 11:33:04+00:00,aku nek dadi presiden enek rakyate mati ora iso turu budrekkkk gagalll mundurrrr,-1
MPR RI Salurkan 5.000 Paket Bantuan di Aceh Muzani Apresiasi Fokus Pemulihan Presiden Prabowo https://t.co/iziu5oRic0 https://t.co/9vljFRgBLC,2025-12-13 11:33:12+00:00,mpr ri salurkan paket bantuan di aceh muzani apresiasi fokus pemulihan presiden prabowo,-1
@msaid_didu Di Konoha dia adalah lembaga tertinggi negara Real penguasa. Mk dilawan tanpa izin Presiden,2025-12-13 11:33:14+00:00,di konoha dia adalah lembaga tertinggi negara real penguasa mk dilawan tanpa izin presiden,-1
Bapak Presiden wajib tegas,2025-12-13 11:33:18+00:00,bapak presiden wajib tegas,-1
@dheppylovelly Serius perubahan kesehatan berasa nyata semenjak Presiden Prabowo fokusin cek gratis,2025-12-13 11:41:22+00:00,serius perubahan kesehatan berasa nyata semenjak presiden prabowo fokusin cek gratis,-1
@indepenSumatera Padahal itu hal basic yg memang tugas presiden. Klo hal seperti itu dianggap hebat berarti dia GK ngerti tugasnya sendiri Harusnya mundur aja takut amit2 keburu lantai kamar mandi bertindak sama dia,2025-12-13 11:41:31+00:00,padahal itu hal basic yg memang tugas presiden klo hal seperti itu dianggap hebat berarti dia gk ngerti tugasnya sendiri harusnya mundur aja takut amit keburu lantai kamar mandi bertindak sama dia,65
Ya namanya juga presiden udh seharusnya. kalau mau duduk aja ya nganggur. Yg di sumatra lebih lebih pak pagi siang sore malam ketakutan bakal ujan lagi kelaparan harta benda abis sanak saudara banyak yang jadi korban md bahkan hilang. Buat berduka pun gak ada waktu.,2025-12-13 11:41:31+00:00,ya namanya juga presiden udh seharusnya kalau mau duduk aja ya nganggur yg di sumatra lebih lebih pak pagi siang sore malam ketakutan bakal ujan lagi kelaparan harta benda abis sanak saudara banyak yang jadi korban md bahkan hilang buat berduka pun gak ada waktu,25
@grockiers @Piyusaja2 Setuju apalagi ada sebuah perusahaan yg ada sejak orba bergerak di bidang kelapa sawit siapa pun presiden nya pasti TDK berani menindak Klau di usut tuntas banyak yg terlibat,2025-12-13 11:41:59+00:00,setuju apalagi ada sebuah perusahaan yg ada sejak orba bergerak di bidang kelapa sawit siapa pun presiden nya pasti tdk berani menindak klau di usut tuntas banyak yg terlibat,2
@_beehunny @kjoowool_ wkwkwkw masih mengingat bella jadi presiden,2025-12-13 11:42:07+00:00,wkwkwkw masih mengingat bella jadi presiden,-1
